fiona_farmer,district,crop,farmer_birth_year,fertilizer_use,profits_2005,profits_2016
0,MADURAI,RICE,1964,0,19964.396,22646.963
0,TENKASI,RICE,1959,0,19736.92,20960.023
0,TENKASI,LENTILS,1989,0,19850.877,21793.605
1,THANJAVUR,WHEAT,1963,0,18490.277,22770.066
0,PUDUKKOTTAI,WHEAT,1963,0,19948.252,22473.678
1,THANJAVUR,RICE,1967,0,19682.809,22466.869
0,TENKASI,RICE,1987,0,19338.811,22080.338
0,DINDIGUL,LENTILS,1969,1,20264.801,22597.359
0,MADURAI,RICE,1971,0,20156.354,22033.361
0,DINDIGUL,LENTILS,1964,0,19876.242,24215.898
0,PUDUKKOTTAI,WHEAT,1978,0,20119.18,22377.342
0,DINDIGUL,LENTILS,1972,0,19346.852,21436.633
0,PUDUKKOTTAI,WHEAT,1962,1,19994.92,21681.361
0,PUDUKKOTTAI,WHEAT,1971,0,20214.145,23578.799
0,PUDUKKOTTAI,WHEAT,1976,0,20490.021,23525.084
0,PUDUKKOTTAI,WHEAT,1965,0,20050.244,22377.463
1,THANJAVUR,WHEAT,1964,0,18146.834,21774.207
0,KARUR,RICE,1965,1,19575.111,21964.523
0,KARUR,RICE,1967,0,20305.609,20624.133
0,MADURAI,WHEAT,nineteen seventy-three,0,21088.008,24489.986
0,MADURAI,WHEAT,1965,1,19882.074,22554.688
1,THANJAVUR,RICE,1971,0,19690.334,22483.309
0,DINDIGUL,LENTILS,1967,1,20165.123,21669.301
0,PUDUKKOTTAI,WHEAT,1970,1,20158.607,22239.936
0,PUDUKKOTTAI,WHEAT,1971,0,19986.549,21706.965
0,MADURAI,WHEAT,1974,0,21072.559,24294.445
0,TENKASI,LENTILS,1963,0,19936.367,21018.938
0,KARUR,RICE,1966,0,20269.613,20729.553
0,PUDUKKOTTAI,WHEAT,1976,0,20605.742,22296.518
1,THANJAVUR,WHEAT,1972,1,20260.322,26354.904
0,TENKASI,LENTILS,1959,0,20039.674,21534.141
0,MADURAI,RICE,1968,0,20167.35,22663.396
0,DINDIGUL,LENTILS,1964,0,20064.875,22008.854
0,MADURAI,RICE,1975,1,21775.025,22222.664
0,TENKASI,RICE,1980,0,19280.094,21495.271
0,MADURAI,RICE,1968,0,19893.613,19883.652
0,KARUR,RICE,1974,0,19762.162,22192.83
0,MADURAI,WHEAT,1972,1,20878.258,23158.01
0,TENKASI,LENTILS,1986,0,20971.289,24091.363
0,PUDUKKOTTAI,WHEAT,1965,0,19936.518,20705.795
0,MADURAI,WHEAT,1971,0,20012.9,21576.938
0,TENKASI,LENTILS,1987,0,20477.336,22237.281
0,MADURAI,RICE,1965,0,19625.975,21436.535
0,DINDIGUL,LENTILS,1971,0,20218.588,22074.598
0,TENKASI,LENTILS,1978,0,21169.445,22215.082
1,THANJAVUR,WHEAT,1964,1,21017.006,25683.637
0,PUDUKKOTTAI,WHEAT,1966,0,19726.127,21876.826
0,DINDIGUL,LENTILS,1977,0,18729.074,20606.508
1,THANJAVUR,WHEAT,1971,0,19381.936,25821.049
1,THANJAVUR,RICE,1968,0,19601.752,21779.857
1,THANJAVUR,RICE,1969,0,20145.266,22483.883
1,THANJAVUR,LENTILS,1959,1,19108.625,24646.381
0,TENKASI,RICE,1965,0,20297.965,21512.389
0,MADURAI,RICE,1975,0,20461.842,22535.922
0,MADURAI,WHEAT,1962,1,20219.182,20761.363
0,DINDIGUL,LENTILS,1966,1,20096.406,21146.342
0,MADURAI,RICE,1976,0,20755.748,22059.283
1,THANJAVUR,LENTILS,1966,1,21303.754,26068.064
0,MADURAI,RICE,nineteen seventy-three,1,19789.92,22493.357
0,KARUR,RICE,1971,1,19990.35,20596.342
0,KARUR,RICE,1967,0,20307.078,22593.279
0,MADURAI,RICE,1965,0,20216.867,21750.359
0,PUDUKKOTTAI,WHEAT,1980,0,20505.939,22257.791
0,DINDIGUL,LENTILS,1967,1,19783.244,22717.432
0,DINDIGUL,LENTILS,1964,0,20118.305,22317.664
0,KARUR,RICE,1962,0,19709.367,23845.01
0,DINDIGUL,LENTILS,1968,0,20100.928,22853.215
0,MADURAI,WHEAT,1971,0,20042.48,22625.545
0,KARUR,RICE,1971,0,20137.084,22323.717
1,THANJAVUR,RICE,1967,0,19380.57,22348.523
0,MADURAI,RICE,1975,0,21752.309,24331.838
0,DINDIGUL,LENTILS,1969,0,19895.293,23382.379
0,DINDIGUL,LENTILS,1969,0,20071.283,20146.168
1,THANJAVUR,WHEAT,1967,1,19698.715,24679.939
0,KARUR,RICE,1961,0,20226.938,21697.975
0,DINDIGUL,LENTILS,1975,0,18740.246,21423.551
1,THANJAVUR,WHEAT,1967,1,22008.975,27584.947
0,PUDUKKOTTAI,WHEAT,1966,1,20084.043,21971.248
0,TENKASI,LENTILS,1965,0,19915.436,22463.803
0,TENKASI,RICE,1978,0,21400.746,23031.104
0,KARUR,RICE,1961,1,20337.445,22811.988
0,MADURAI,RICE,1970,1,20274.432,22442.6
1,THANJAVUR,COTTON,1977,1,21189.967,26637.092
0,TENKASI,RICE,1954,0,20241.443,21368.027
1,THANJAVUR,LENTILS,1963,0,19162.004,25952.748
0,KARUR,RICE,1970,0,20423.271,23602.998
0,TENKASI,RICE,1987,0,21996.049,24565.596
0,DINDIGUL,LENTILS,1970,1,19878.891,21271.027
0,DINDIGUL,LENTILS,1969,0,20115.117,22029.828
1,THANJAVUR,RICE,1962,1,20103.385,22655.18
0,KARUR,RICE,1963,0,20254.66,21287.344
0,TENKASI,RICE,1962,1,19462.756,21826.186
1,THANJAVUR,WHEAT,1962,1,19040.393,23072.189
0,TENKASI,RICE,1969,1,19438.693,20697.934
0,TENKASI,LENTILS,1970,0,20078.109,21698.355
0,MADURAI,WHEAT,1964,0,20182.801,22714.75
0,MADURAI,WHEAT,1972,0,18931.258,18173.299
0,MADURAI,RICE,1966,0,20151.787,21635.275
0,TENKASI,RICE,1977,0,19183.988,20918.129
0,DINDIGUL,LENTILS,1960,0,20123.27,22180.408
1,THANJAVUR,LENTILS,1965,0,20222.779,24822.336
1,THANJAVUR,LENTILS,1962,0,20051.779,25260.672
0,PUDUKKOTTAI,WHEAT,1965,1,19899.209,20355.049
0,PUDUKKOTTAI,WHEAT,1978,0,20434.43,21473.85
0,MADURAI,RICE,1963,0,19850.898,22813.426
0,PUDUKKOTTAI,WHEAT,1967,0,20383.668,20425.313
0,MADURAI,RICE,1970,1,19848.811,21393.939
0,MADURAI,RICE,1969,1,19958.492,22582.666
0,PUDUKKOTTAI,WHEAT,nineteen seventy-three,0,19358.727,22863.059
0,MADURAI,RICE,1969,0,20107.914,22689.391
0,TENKASI,RICE,1963,1,19822.529,20668.418
1,THANJAVUR,WHEAT,1970,0,18542.641,22800.568
0,PUDUKKOTTAI,WHEAT,1977,0,19989.945,23003.783
0,KARUR,RICE,1961,0,20324.832,22741.232
0,KARUR,RICE,1966,0,19674.797,21452.498
0,PUDUKKOTTAI,WHEAT,1965,1,19836.574,21365.973
0,TENKASI,LENTILS,1989,1,19198.148,21685.678
0,PUDUKKOTTAI,WHEAT,1965,0,19951.27,22217.176
0,MADURAI,WHEAT,1969,1,19972.639,21901.072
0,DINDIGUL,LENTILS,1974,0,19499.947,21089.42
0,TENKASI,RICE,1958,0,20521.23,23062.357
0,KARUR,RICE,1972,0,20579.539,21665.443
0,DINDIGUL,LENTILS,1970,0,19693.066,20477.904
0,TENKASI,RICE,1980,0,21848.736,22126.996
0,KARUR,RICE,1968,0,20189.088,21650.514
0,MADURAI,WHEAT,1970,1,19968.082,23247.594
0,KARUR,RICE,1970,0,20164.256,22001.592
0,TENKASI,RICE,1962,0,20036.971,23898.354
1,THANJAVUR,RICE,1963,0,19283.76,21732
0,PUDUKKOTTAI,WHEAT,1966,0,19748.143,19445.039
1,THANJAVUR,RICE,1978,1,21506.025,25472.439
0,TENKASI,RICE,1975,0,18962.186,21464.756
0,MADURAI,WHEAT,1970,0,20010.428,22268.777
0,TENKASI,RICE,1962,0,20384.205,21260.48
0,PUDUKKOTTAI,WHEAT,1974,0,21176.496,22172.365
0,KARUR,RICE,1975,0,19971.5,23805.666
0,DINDIGUL,LENTILS,1978,0,19213.184,23354.869
0,TENKASI,RICE,1984,0,20750.906,23233.699
0,PUDUKKOTTAI,WHEAT,nineteen seventy-two,0,20352.936,22996.955
1,THANJAVUR,RICE,1970,0,20212.281,24102.676
1,THANJAVUR,WHEAT,nineteen seventy-two,0,20267.734,25563.943
0,MADURAI,RICE,1961,0,20088.486,23785.039
0,DINDIGUL,LENTILS,1975,1,20532.967,20777.295
0,KARUR,RICE,1965,1,19952.502,21836.336
1,THANJAVUR,RICE,1962,0,19576.889,22146.254
0,KARUR,RICE,1967,0,19900.855,20208.75
0,KARUR,RICE,1965,0,19844.4,21857.088
0,TENKASI,LENTILS,1968,0,19644.998,21763.518
1,THANJAVUR,WHEAT,1967,0,20233.523,24764.75
0,DINDIGUL,LENTILS,1971,0,19844.836,21546.637
0,MADURAI,WHEAT,1973,1,19441.605,21514.881
0,DINDIGUL,LENTILS,1969,0,20319.416,21684.314
0,MADURAI,RICE,1959,0,20078.908,23015.158
1,THANJAVUR,WHEAT,1971,0,21357.32,24838.969
1,THANJAVUR,RICE,1967,1,20675.744,23384.859
0,PUDUKKOTTAI,WHEAT,1967,0,20161,23741.088
0,TENKASI,LENTILS,1989,0,21095.83,22831.57
0,TENKASI,LENTILS,1983,1,21955.363,25578.211
0,KARUR,RICE,1965,0,20228.34,23405.197
1,THANJAVUR,RICE,1969,0,21447.355,25354.514
1,THANJAVUR,WHEAT,1975,0,19058.305,24772.574
0,PUDUKKOTTAI,WHEAT,1971,1,20103.658,22158.311
1,THANJAVUR,WHEAT,1974,1,19388.063,23361.91
0,DINDIGUL,LENTILS,1976,0,20725.658,21692.355
1,THANJAVUR,WHEAT,1966,0,20627.635,26023.164
0,TENKASI,RICE,1967,1,20727.506,23278.836
0,PUDUKKOTTAI,WHEAT,1972,0,18443.451,20523.131
0,TENKASI,RICE,nineteen seventy-three,0,18894.74,20903.836
0,PUDUKKOTTAI,WHEAT,1971,0,20135.326,21956.25
1,THANJAVUR,WHEAT,1970,1,19900.309,24800.111
1,THANJAVUR,RICE,1977,0,20304.621,23567.127
0,MADURAI,RICE,1971,0,19867.064,21160.01
0,MADURAI,WHEAT,1964,0,20074.365,21558.996
0,PUDUKKOTTAI,WHEAT,1981,0,20124.174,20508.648
1,THANJAVUR,LENTILS,1976,0,24000.594,27931.045
0,DINDIGUL,LENTILS,1970,0,19946.33,21855.385
1,THANJAVUR,LENTILS,1970,1,19640.533,24758.85
0,KARUR,RICE,1969,0,19659.602,21231.625
0,DINDIGUL,LENTILS,1961,0,20037.332,21680.279
0,KARUR,RICE,1971,0,20374.135,22353.918
0,MADURAI,WHEAT,1967,0,20135.105,22470.072
0,DINDIGUL,LENTILS,1966,0,20001.994,21053.896
1,THANJAVUR,RICE,1969,0,19648.85,23573.148
0,TENKASI,LENTILS,1971,0,19921.807,23152.93
1,THANJAVUR,LENTILS,1968,1,21883.092,26515.023
0,PUDUKKOTTAI,WHEAT,1971,0,20001.234,22183.047
0,KARUR,RICE,1971,0,19734.83,23058.096
1,THANJAVUR,RICE,1969,0,19850.496,22854.316
0,PUDUKKOTTAI,WHEAT,1969,0,19796.689,21027.85
1,THANJAVUR,LENTILS,1965,1,19558.26,25242.5
0,KARUR,RICE,1972,0,19741.803,21629.408
0,TENKASI,LENTILS,1957,0,19822.664,23259.684
0,PUDUKKOTTAI,WHEAT,1971,1,19904.031,24127.807
1,THANJAVUR,LENTILS,1972,0,22738.832,26930.107
1,THANJAVUR,WHEAT,1973,0,21253.004,26362.041
0,DINDIGUL,LENTILS,1963,0,19823.543,22199.744
0,DINDIGUL,LENTILS,1975,0,20075.885,22466.654
0,KARUR,RICE,1966,0,20592.156,22186.275
0,MADURAI,RICE,1966,0,20398.361,22900.928
0,DINDIGUL,LENTILS,1974,0,20707.182,21728.182
0,DINDIGUL,LENTILS,1978,0,20075.691,21859.844
0,TENKASI,LENTILS,1950,0,20180.742,22264.037
1,THANJAVUR,RICE,1965,0,21110.441,24032.24
0,TENKASI,RICE,1964,0,20287.244,22714.475
0,MADURAI,RICE,1970,1,19695.621,20368.484
0,KARUR,RICE,1974,0,21720.84,24699.123
0,KARUR,RICE,1964,0,20081.545,22215.381
0,TENKASI,RICE,1968,0,20480.049,20757.604
0,PUDUKKOTTAI,WHEAT,1976,1,19970.598,22361.111
1,THANJAVUR,LENTILS,1970,0,18936.711,23168.938
1,THANJAVUR,WHEAT,1968,0,20952.166,25877.701
1,THANJAVUR,LENTILS,1969,1,19658.578,24007.094
0,PUDUKKOTTAI,WHEAT,1969,0,19960.41,23476.848
0,DINDIGUL,LENTILS,1965,0,20360.318,21035.852
0,MADURAI,WHEAT,1960,0,20003.465,22127.369
1,THANJAVUR,RICE,1966,0,19566.701,21886.914
1,THANJAVUR,RICE,1964,0,18861.988,23846.143
0,DINDIGUL,LENTILS,1965,0,20055.32,23107.547
0,KARUR,RICE,1967,1,20099.162,23549.166
0,TENKASI,LENTILS,1971,0,19888.223,22715.742
0,PUDUKKOTTAI,WHEAT,1980,0,19231.449,21478.756
1,THANJAVUR,RICE,1968,0,20178.43,24533.074
0,TENKASI,RICE,1989,0,19558.973,21533.926
0,DINDIGUL,LENTILS,1969,1,19853.932,21219.93
0,DINDIGUL,LENTILS,1967,0,19909.525,22174.607
1,THANJAVUR,LENTILS,1975,1,21073.42,26629.547
0,DINDIGUL,LENTILS,1964,0,19978.076,22706.178
0,PUDUKKOTTAI,WHEAT,1966,0,20274.117,21277.248
0,TENKASI,RICE,1981,0,18275.859,19653.783
1,THANJAVUR,RICE,1966,0,21022.592,26580.648
1,THANJAVUR,RICE,1967,0,19126.854,22791.438
0,MADURAI,WHEAT,1967,0,20086.934,23074.889
0,TENKASI,RICE,1953,0,19939.588,21745.637
0,KARUR,RICE,1964,0,19513.557,21869.977
0,DINDIGUL,LENTILS,1965,1,19833.777,22347.457
1,THANJAVUR,LENTILS,1960,0,20841.197,24275.643
0,DINDIGUL,LENTILS,1974,0,19541.076,21720.322
0,DINDIGUL,LENTILS,1967,0,20160.26,20672.373
1,THANJAVUR,WHEAT,nineteen seventy-three,1,20445.537,24837.727
0,KARUR,RICE,1974,0,19966.75,22305.553
0,DINDIGUL,LENTILS,1970,1,19950.266,22056.783
0,TENKASI,RICE,1957,0,20180.596,22060.066
0,PUDUKKOTTAI,WHEAT,1966,0,19600.283,22161.734
1,THANJAVUR,COTTON,1959,0,19598.924,22402.508
1,THANJAVUR,WHEAT,1976,0,21377.852,25924.141
0,KARUR,RICE,1971,0,20265.549,23097.568
0,DINDIGUL,LENTILS,nineteen seventy-three,1,20122.322,22680.406
0,TENKASI,RICE,1975,0,21295.84,24355.225
0,PUDUKKOTTAI,WHEAT,1968,0,19990.777,20141.816
0,DINDIGUL,LENTILS,1966,0,19844.762,23023.074
0,KARUR,RICE,1963,1,20030.211,20122.344
0,DINDIGUL,LENTILS,1967,0,19999.77,22307.133
0,KARUR,RICE,1975,1,20547.699,21507.496
1,THANJAVUR,RICE,1965,1,18879.637,22401.045
0,DINDIGUL,LENTILS,1976,0,20105.176,23359.809
0,MADURAI,RICE,1967,0,20228.764,22621.164
0,KARUR,RICE,1964,0,20012.021,23152.502
0,TENKASI,RICE,1969,1,20448.674,21663.477
0,KARUR,RICE,1968,0,19911.352,20956.078
1,THANJAVUR,RICE,1961,1,18812.037,22615.643
0,KARUR,RICE,1961,1,19686.453,20107.285
0,MADURAI,RICE,1980,0,20339.814,22968.191
0,KARUR,RICE,1968,0,20025.695,18545.916
0,PUDUKKOTTAI,WHEAT,1967,0,20158.691,22298.029
0,PUDUKKOTTAI,WHEAT,1973,0,17118.576,20070.158
0,KARUR,RICE,1966,1,19825.676,22958.768
0,PUDUKKOTTAI,WHEAT,1966,1,19816.254,22922.848
0,KARUR,RICE,1962,0,19741.227,23441.725
1,THANJAVUR,RICE,1975,0,20198.111,23644.766
0,MADURAI,WHEAT,1971,0,20246.086,20920.367
0,DINDIGUL,LENTILS,1965,0,19682.234,22621.125
0,KARUR,RICE,1961,1,19686.672,19409.838
0,TENKASI,LENTILS,1983,1,19256.963,20307.721
0,PUDUKKOTTAI,WHEAT,1972,0,20777.236,22348.836
0,MADURAI,RICE,1977,0,21203.029,22849.947
0,TENKASI,LENTILS,1948,0,19863.5,24411.844
0,KARUR,RICE,1963,1,19775.791,21800.123
0,PUDUKKOTTAI,WHEAT,1977,0,21997.678,24084.35
0,MADURAI,RICE,1962,0,19979.301,21150.297
0,PUDUKKOTTAI,WHEAT,1967,0,19895.529,21691.676
0,KARUR,RICE,1963,0,20492.109,22217.656
0,TENKASI,RICE,1980,1,21058.914,21808.727
0,PUDUKKOTTAI,WHEAT,nineteen seventy-three,0,20875.758,22555.049
0,TENKASI,RICE,1977,0,21363.48,21893.609
1,THANJAVUR,WHEAT,1958,0,20053.24,23847.461
0,DINDIGUL,LENTILS,1959,0,19926.902,21329.715
0,KARUR,RICE,1962,0,20071.709,22572.107
1,THANJAVUR,LENTILS,nineteen seventy-three,1,22017.422,27294.545
0,DINDIGUL,LENTILS,1979,0,20656.012,23038.059
0,MADURAI,RICE,1973,0,20015.793,22535.939
1,THANJAVUR,RICE,1966,0,19284.363,23716.541
0,PUDUKKOTTAI,WHEAT,1966,0,20186.967,23166.902
0,TENKASI,LENTILS,1967,0,19879.096,21661.518
0,MADURAI,WHEAT,1965,0,20190.717,23012.223
0,PUDUKKOTTAI,WHEAT,1965,0,20061.166,21661.713
0,MADURAI,WHEAT,1975,0,21180.148,24160.209
0,TENKASI,LENTILS,1983,1,21256.572,23024.57
1,THANJAVUR,WHEAT,1967,0,20875.85,25793.795
0,KARUR,RICE,1968,0,19716.008,21300.596
0,KARUR,RICE,1970,1,20039.518,22961.879
0,TENKASI,RICE,1989,0,19143.363,21069.021
0,KARUR,RICE,1966,0,19978.988,21511.021
0,MADURAI,WHEAT,1966,0,20036.059,21416.369
0,MADURAI,RICE,1968,0,19909.791,23875.141
1,THANJAVUR,COTTON,1962,1,21462.371,25063.041
0,KARUR,RICE,nineteen seventy-two,1,19506.742,22455.408
1,THANJAVUR,RICE,1977,1,18820.916,22293.797
0,DINDIGUL,LENTILS,1969,0,20236.717,21218.496
1,THANJAVUR,WHEAT,1969,0,19432.783,24609.775
0,MADURAI,RICE,1976,0,18373.439,19269.32
0,MADURAI,RICE,1965,0,19837.924,21403.344
0,MADURAI,WHEAT,1971,1,19953.105,22316.574
0,KARUR,RICE,1968,1,19987.65,20243.83
0,PUDUKKOTTAI,WHEAT,1967,1,19765.756,21468.752
0,KARUR,RICE,1970,0,19640.303,20458.979
0,PUDUKKOTTAI,WHEAT,1972,0,20471.936,22141.193
1,THANJAVUR,RICE,1966,0,20715.256,24416.754
0,MADURAI,RICE,1973,0,19376.793,22268.684
0,KARUR,RICE,nineteen seventy-three,0,18845.346,20220.928
1,THANJAVUR,LENTILS,1969,1,19937.207,24056.16
1,THANJAVUR,LENTILS,1959,1,20664.943,24124.268
0,DINDIGUL,LENTILS,1967,0,19979.119,22813.871
1,THANJAVUR,LENTILS,1966,0,17886.623,21015.82
1,THANJAVUR,LENTILS,1964,1,19540.543,25368.189
0,TENKASI,LENTILS,1966,0,20244.975,23530.24
0,TENKASI,LENTILS,1987,0,20529.346,21179.438
0,PUDUKKOTTAI,WHEAT,1967,0,19903.861,22790.959
0,KARUR,RICE,1967,0,19962.33,20694.512
0,TENKASI,LENTILS,1987,1,18705.846,22849.939
0,KARUR,RICE,1973,1,21614.773,25652.117
0,DINDIGUL,LENTILS,1966,1,20020.848,22629.307
0,TENKASI,LENTILS,1959,1,20206.207,23048.277
0,MADURAI,WHEAT,1969,0,19989.998,20846.424
0,MADURAI,WHEAT,1970,0,20080.754,22402.609
0,MADURAI,RICE,1957,0,19459.16,20300.973
1,THANJAVUR,RICE,1972,0,20076.9,25261.779
0,MADURAI,RICE,1964,1,20042.266,21284.375
1,THANJAVUR,LENTILS,1974,0,20231.596,26206.066
0,PUDUKKOTTAI,WHEAT,1976,0,20821.203,23358.623
0,KARUR,RICE,1972,0,19878.584,22810.953
1,THANJAVUR,WHEAT,1958,0,21702.832,27283.404
0,PUDUKKOTTAI,WHEAT,1969,0,20205.584,22152.109
0,DINDIGUL,LENTILS,1963,0,19861.949,22566.15
0,MADURAI,RICE,1972,0,18668.035,21536.035
1,THANJAVUR,RICE,1974,0,21493.02,23728.744
0,DINDIGUL,LENTILS,1981,1,20538.479,23246.57
0,PUDUKKOTTAI,WHEAT,1964,1,20057.213,22260.707
0,KARUR,RICE,1967,0,19914.725,21834.467
0,PUDUKKOTTAI,WHEAT,1969,1,19901.461,22233.813
0,PUDUKKOTTAI,WHEAT,1974,0,19930.004,23868.617
0,MADURAI,WHEAT,1971,0,20236.648,22397.436
0,PUDUKKOTTAI,WHEAT,1973,0,18555.354,21178.096
0,MADURAI,WHEAT,1961,0,19945.338,21122.936
1,THANJAVUR,WHEAT,1966,0,19030.408,23700.795
1,THANJAVUR,LENTILS,1969,0,19749.131,24106.545
0,KARUR,RICE,1973,0,21532.967,22493.035
0,DINDIGUL,LENTILS,1967,1,19657.777,22463.162
0,TENKASI,LENTILS,1970,0,19808.939,19522.197
1,THANJAVUR,LENTILS,1972,1,19901.051,24443.801
0,KARUR,RICE,1962,0,20403.518,21680.805
0,TENKASI,LENTILS,1988,0,19634.525,23447.793
1,THANJAVUR,WHEAT,1970,1,19714.131,24317.244
0,MADURAI,RICE,1963,1,19304.865,22146.475
0,KARUR,RICE,1968,0,20071.199,21700.475
0,KARUR,RICE,1974,0,18239.529,21452.059
1,THANJAVUR,RICE,1970,1,19485.881,22802.641
0,TENKASI,LENTILS,1972,0,20592.662,22030.055
0,DINDIGUL,LENTILS,1976,1,20504.943,23173.951
1,THANJAVUR,WHEAT,1961,1,21266.813,26284.211
1,THANJAVUR,RICE,1970,0,20416.328,24872.057
0,PUDUKKOTTAI,WHEAT,1968,1,20093.236,21004.539
0,KARUR,RICE,1965,0,19944.119,21337.922
0,MADURAI,WHEAT,1967,1,20096.844,22472.598
0,TENKASI,LENTILS,1975,0,18210.57,19902.043
1,THANJAVUR,RICE,nineteen seventy-three,1,18536.021,23149.711
0,DINDIGUL,LENTILS,1974,0,21869.953,24533.012
0,DINDIGUL,LENTILS,1964,0,19975.082,21745.941
0,DINDIGUL,LENTILS,1969,0,20128.281,21651.732
1,THANJAVUR,WHEAT,1965,0,19474.984,24459.316
1,THANJAVUR,RICE,1978,1,21940.682,25534.523
0,TENKASI,RICE,1971,0,19976.238,20633.01
0,KARUR,RICE,1962,0,20357.801,22405.863
0,KARUR,RICE,1966,1,20500.063,20877.09
0,TENKASI,LENTILS,1971,0,20267.434,22417.617
0,KARUR,RICE,1960,0,19780.486,21228.967
0,TENKASI,LENTILS,1956,1,19857.057,22127.314
1,THANJAVUR,LENTILS,1972,0,21034.211,26042.217
0,PUDUKKOTTAI,WHEAT,1977,0,20377.516,21388.75
0,DINDIGUL,LENTILS,1967,0,20264.721,23488.131
0,DINDIGUL,LENTILS,1966,1,19899.324,22066.973
0,TENKASI,LENTILS,1943,0,20219.205,21008.816
0,PUDUKKOTTAI,WHEAT,1969,0,19837.152,20243.994
0,PUDUKKOTTAI,WHEAT,1969,1,20006.65,22076.807
0,DINDIGUL,LENTILS,1974,0,19687.621,21351.373
0,MADURAI,WHEAT,1969,0,19958.572,22431.77
0,DINDIGUL,LENTILS,1973,0,18980.207,20640.648
0,MADURAI,RICE,1962,1,20246.803,21613.775
0,PUDUKKOTTAI,WHEAT,1965,0,20192.701,21608.563
0,PUDUKKOTTAI,WHEAT,1971,0,19653.242,21410.262
0,PUDUKKOTTAI,WHEAT,1969,0,20123.178,22397.965
1,THANJAVUR,WHEAT,1970,0,18970.893,26187.016
0,PUDUKKOTTAI,WHEAT,1969,0,19747.797,21733.482
1,THANJAVUR,WHEAT,1962,0,19949.75,24455.309
1,THANJAVUR,WHEAT,1978,0,20023.633,24920.496
0,MADURAI,WHEAT,1963,0,20133.457,23501.637
1,THANJAVUR,RICE,1962,1,19986.66,22231.139
0,MADURAI,WHEAT,1966,0,20062.68,24274.291
0,PUDUKKOTTAI,WHEAT,1969,0,20224.115,21126.559
0,MADURAI,RICE,1964,0,19711.027,21217.307
1,THANJAVUR,RICE,1968,1,20793.07,23572.369
0,TENKASI,RICE,1974,1,19691.283,23034.48
0,TENKASI,LENTILS,1989,0,20938.592,22034.955
0,MADURAI,RICE,1966,0,20574.93,21970.344
0,MADURAI,WHEAT,1974,0,20613.086,21983.34
0,MADURAI,WHEAT,nineteen seventy-three,1,19626.83,23105.885
1,THANJAVUR,RICE,1970,0,20939.002,24515.436
0,TENKASI,RICE,1974,0,18567.848,21793.902
0,TENKASI,LENTILS,1986,1,19703.756,20940.846
0,KARUR,RICE,1980,0,18603.916,19640.211
1,THANJAVUR,RICE,nineteen seventy-two,1,20169.326,24207.881
0,MADURAI,WHEAT,nineteen seventy-three,0,19773.928,21381.891
0,PUDUKKOTTAI,WHEAT,1971,0,19944.748,22965.682
0,MADURAI,WHEAT,1976,0,22139.445,24696.303
1,THANJAVUR,WHEAT,1968,0,20692.094,26932.143
0,TENKASI,RICE,1962,0,20162.961,22191.773
0,MADURAI,RICE,1977,0,22056.818,23375.912
1,THANJAVUR,WHEAT,1961,1,19410.797,23136.119
0,MADURAI,WHEAT,1971,0,20068.248,23055.643
1,THANJAVUR,RICE,nineteen seventy-two,1,20666.723,24234.986
0,MADURAI,RICE,1970,0,19496.912,22715.904
0,DINDIGUL,LENTILS,1971,0,20032.572,23947.547
0,MADURAI,RICE,nineteen seventy-three,1,20330.068,22837.314
0,MADURAI,WHEAT,1978,0,19486.738,21166.805
0,DINDIGUL,LENTILS,1970,1,20090.162,22923.906
1,THANJAVUR,WHEAT,1968,0,20090.813,24075.854
0,MADURAI,WHEAT,1973,0,20830.727,23653.207
1,THANJAVUR,RICE,1970,0,20321.895,24872.826
0,DINDIGUL,LENTILS,1973,0,20667.646,22115.398
0,TENKASI,LENTILS,1971,0,20377.668,21431.984
0,DINDIGUL,LENTILS,1966,1,19874.521,21710.713
0,PUDUKKOTTAI,WHEAT,nineteen seventy-three,0,20654.99,21715.494
0,PUDUKKOTTAI,WHEAT,1964,1,19821.734,21227.625
1,THANJAVUR,WHEAT,1966,1,20026.037,25141.344
1,THANJAVUR,WHEAT,1965,1,18673.527,23268.564
0,MADURAI,WHEAT,1972,0,21005.156,21849.109
1,THANJAVUR,COTTON,1969,1,18774.949,23025.99
0,PUDUKKOTTAI,WHEAT,1964,0,20151.867,22075.697
1,THANJAVUR,LENTILS,1967,1,19776.881,25022.096
0,TENKASI,RICE,1975,0,19792.83,21745.746
1,THANJAVUR,RICE,1973,0,22626.789,27167.498
0,KARUR,RICE,1970,0,20467.096,21209.947
0,KARUR,RICE,1965,0,19739.754,22374.379
0,DINDIGUL,LENTILS,1968,0,20291.613,22382.715
0,TENKASI,LENTILS,1983,0,22713.117,26007.688
0,KARUR,RICE,nineteen seventy-two,1,20752.922,23245.656
0,DINDIGUL,LENTILS,1966,0,19917.855,22967.039
0,KARUR,RICE,1970,0,20356.236,23709.637
0,MADURAI,RICE,1954,0,19830.705,20402.688
0,MADURAI,WHEAT,1963,0,20024.729,21704.734
0,PUDUKKOTTAI,WHEAT,1962,0,20010.527,22955.955
0,PUDUKKOTTAI,WHEAT,nineteen seventy-three,0,19230.383,20782.082
1,THANJAVUR,WHEAT,1965,0,20730.387,25736.018
0,KARUR,RICE,1980,0,17205.51,19664.42
0,KARUR,RICE,1972,0,20456.527,22988.928
0,KARUR,RICE,1974,0,20805.348,23242.352
