share_women,list_rank,reservation,female_leader,number_of_residents,per_capita_income_rupees,incorp_year,manufacturing_product_share,public_goods_number
.561178,3614,0,1,23385,52314.21,1875,.92,11
.5612285,3615,0,0,16669,56623.43,1853,.92,2
.5612454,3616,0,0,9738,55383.34,1873,.92,3
.5613883,3617,0,1,16628,53782.61,1891,.92,11
.5614491,3618,0,1,15026,54320.95,1873,.92,12
.5614792,3619,0,0,14792,54270.29,1891,.92,1
.5614883,3620,0,0,12557,54447.89,1854,.92,0
.5615198,3621,0,1,11877,54103.48,1856,.92,10
.5615393,3622,0,0,13439,52741.34,1871,.92,2
.5616639,3623,0,0,11849,54226.68,1860,.92,2
.561955,3624,0,0,16760,54444.5,1862,.92,2
.562064,3625,0,1,16719,54051.61,1857,.92,11
.5621108,3626,0,0,13425,52693.93,1860,.92,1
.5621544,3627,0,0,18281,56079.58,1851,.92,2
.5622238,3628,0,1,17245,54652.38,1859,.92,9
.5622472,3629,0,0,24176,53126.71,1880,.92,0
.5622484,3630,0,1,17545,54195.56,1860,.92,11
.5624223,3631,0,0,20961,55513.42,1874,.92,1
.5624272,3632,0,1,11883,55589.46,1858,.92,11
.5624414,3633,0,0,17133,53138.04,1863,.92,3
.5624713,3634,0,0,17024,53204.47,1882,.92,1
.5624808,3635,0,1,10068,54134.18,1855,.92,8
.562607,3636,0,0,17468,52372.33,1868,.92,1
.5626838,3637,0,0,15432,54399.99,1870,.92,3
.5626999,3638,0,0,18311,52486.5,1857,.92,1
.5628965,3639,0,1,14589,52802,1890,.92,9
.5629019,3640,0,1,18164,53007.98,1879,.92,10
.5631175,3641,0,1,7315,52939.3,1890,.92,11
.5631208,3642,0,0,17652,53608.41,1851,.92,2
.5631806,3643,0,1,7600,53105.55,1890,.92,10
.5632574,3644,0,0,16720,53628.23,1877,.92,2
.5634776,3645,0,0,21053,52806.28,1887,.92,3
.5635465,3646,0,0,22169,53004.4,1856,.92,3
.5635522,3647,0,0,4785,53777.1,1856,.92,1
.5635731,3648,0,1,17191,51590.58,1853,.92,11
.5635812,3649,0,0,5924,51542.36,1855,.92,2
.5636105,3650,0,1,13792,53351.96,1850,.92,10
.5636826,3651,0,0,23996,55003.49,1863,.92,2
.5636852,3652,0,0,17207,52810.75,1885,.92,2
.5637194,3653,0,1,3220,53474.11,1892,.92,9
.5639428,3654,0,0,11491,52148.39,1863,.92,2
.5640717,3655,0,0,6800,51948.87,1873,.92,2
.5641034,3656,0,0,16537,52572.45,1865,.92,2
.5641497,3657,0,0,19981,53978.76,1889,.92,4
.5642056,3658,0,1,12212,52368.5,1871,.92,11
.5642111,3659,0,0,19517,51667.15,1876,.92,2
.5643361,3660,0,0,16217,53507.34,1886,.92,1
.5643533,3661,0,0,9336,51081.36,1867,.92,2
.5645009,3662,0,0,18325,51931.85,1867,.92,0
.5646195,3663,0,0,12345,52302.33,1874,.92,3
.5648646,3664,0,0,16977,50903.04,1856,.92,3
.5649549,3665,0,0,18050,51453.16,1853,.92,2
.564998,3666,0,0,24006,55059.24,1864,.92,2
.5652143,3667,0,0,17983,51016.36,1869,.92,1
.5653535,3668,0,0,11102,53279.58,1881,.92,3
.5654325,3669,0,1,16893,54590.4,1866,.92,10
.5654509,3670,0,0,19452,52572.83,1863,.92,3
.5655089,3671,0,0,20689,53881.93,1883,.92,2
.5655134,3672,0,1,7560,50947.1,1880,.92,11
.5655351,3673,0,1,14693,52264.13,1888,.92,12
.5655418,3674,0,0,10534,52188.02,1882,.92,2
.5655518,3675,0,0,12721,54022.55,1866,.92,3
.5656136,3676,0,0,16392,52085.58,1852,.92,1
.5656591,3677,0,0,18554,53038.27,1871,.92,4
.5656706,3678,0,1,12676,52468.12,1893,.92,8
.5656956,3679,0,0,23658,51980.8,1853,.92,2
.5659336,3680,0,0,12926,54598.64,1855,.92,2
.565934,3681,0,0,18165,52348.3,1888,.92,3
.5660445,3682,0,0,11770,51220.15,1857,.92,1
.5660613,3683,0,0,8828,50118.78,1874,.92,2
.566155,3684,0,1,13973,52686.48,1852,.92,10
.5661763,3685,0,0,17403,51906.27,1864,.92,3
.5663286,3686,0,0,14373,51840.69,1873,.92,2
.5664979,3687,0,0,15602,52367.61,1891,.92,3
.566503,3688,0,0,5206,54076.31,1865,.92,3
.5666065,3689,0,0,30111,51979.55,1871,.92,2
.5667016,3690,0,0,5847,50015.98,1862,.92,0
.5667276,3691,0,0,11549,51501.16,1891,.92,2
.5667319,3692,0,0,20010,50903.11,1870,.92,2
.566772,3693,0,0,16258,53437.68,1855,.92,2
.5668607,3694,0,0,13789,52466.72,1862,.92,1
.5669174,3695,0,0,13938,52906.29,1874,.92,1
.5669499,3696,0,1,12280,51938.97,1883,.92,10
.5670845,3697,0,0,13007,51973.56,1862,.92,2
.5671084,3698,0,0,22681,53410.61,1888,.92,4
.5671464,3699,0,0,13977,51100.63,1891,.92,2
.567154,3700,0,0,8086,52882.55,1855,.92,2
.5671557,3701,0,1,10389,51357.8,1872,.92,8
.5671875,3702,0,0,5765,50070.83,1890,.92,1
.5671942,3703,0,0,20879,52972.76,1858,.92,2
.5672877,3704,0,0,14861,52607.45,1882,.92,3
.5673594,3705,0,0,11544,52253.54,1877,.92,2
.5673787,3706,0,0,9932,53035.18,1870,.92,2
.5675992,3707,0,0,16759,49898.09,1858,.92,2
.5676044,3708,0,0,15009,51455.93,1864,.92,3
.5677156,3709,0,0,14436,50753.55,1877,.92,1
.5677302,3710,0,1,12489,51450.09,1857,.92,9
.5677785,3711,0,0,15266,51729.41,1877,.92,4
.567888,3712,0,0,10894,51823.42,1886,.92,3
.5679038,3713,0,1,14914,52841.59,1889,.92,11
.5679241,3714,0,1,11728,52064.38,1879,.92,9
.568045,3715,0,1,17092,51121.88,1861,.92,9
.5681072,3716,0,0,15478,49761.44,1861,.92,3
.5681413,3717,0,0,10309,50243.52,1868,.92,0
.568178,3718,0,0,12527,49737.72,1891,.92,2
.5682717,3719,0,0,15542,52245.18,1888,.92,2
.5682904,3720,0,0,23263,51389.64,1860,.92,4
.568374,3721,0,1,23039,50948.14,1881,.92,9
.5684422,3722,0,0,18503,47768.78,1874,.92,3
.5684631,3723,0,0,15850,51984.71,1880,.92,2
.5685328,3724,0,0,15955,51506.84,1851,.92,0
.5687011,3725,0,1,15533,49999.07,1892,.92,10
.5687479,3726,0,0,15731,50758.75,1868,.92,2
.5687515,3727,0,1,11684,50569.36,1861,.92,9
.5687846,3728,0,0,18684,49884.03,1890,.92,1
.5688034,3729,0,0,13205,51030.39,1851,.92,3
.5688843,3730,0,0,5656,51678.16,1864,.92,2
.5689546,3731,0,0,13618,48583.05,1874,.92,2
.5690063,3732,0,0,11556,50624.4,1852,.92,3
.5690994,3733,0,1,8990,48913.57,1863,.92,9
.5690999,3734,0,1,19596,50338.01,1857,.92,11
.5691327,3735,0,0,20659,49515.98,1861,.92,3
.5691764,3736,0,0,12957,49080.02,1883,.92,0
.56929,3737,0,1,13387,49220.09,1882,.92,10
.5693248,3738,0,1,17750,50565.59,1886,.92,9
.5694059,3739,0,0,18972,51541.54,1851,.92,2
.5694118,3740,0,0,20118,51662.28,1851,.92,0
.5694398,3741,0,0,13559,49629.99,1874,.92,1
.5694553,3742,0,0,13641,49126.17,1886,.92,3
.5696068,3743,0,0,13469,49619.6,1888,.92,0
.5697202,3744,0,0,11737,49584.16,1890,.92,3
.5697212,3745,0,0,10687,49349,1884,.92,3
.5697246,3746,0,0,21104,48518.51,1871,.92,1
.5697831,3747,0,0,17864,49272.52,1852,.92,1
.5698689,3748,0,0,7492,50945.08,1879,.92,2
.5698847,3749,0,0,9475,50288.16,1878,.92,1
.5700184,3750,0,0,11067,49753.06,1868,.92,4
.570092,3751,0,0,15412,48973.63,1873,.92,1
.5701262,3752,0,0,26396,49822.34,1863,.92,4
.5701891,3753,0,0,11164,50005.98,1877,.92,1
.5703208,3754,0,0,14217,49231.52,1866,.92,3
.5703864,3755,0,0,7431,50988.57,1888,.92,2
.5704116,3756,0,0,10777,48455.3,1853,.92,1
.5704167,3757,0,0,15282,49315.83,1857,.92,3
.5704181,3758,0,0,18863,49795.01,1880,.92,1
.5705392,3759,0,1,6079,50245.46,1853,.92,9
.570576,3760,0,0,15357,49837.09,1869,.92,1
.5706034,3761,0,0,14993,50173.47,1895,.92,1
.5706322,3762,0,0,12415,49437.31,1883,.92,3
.5706346,3763,0,1,13169,49064.09,1883,.92,11
.5706897,3764,0,1,13676,50176.32,1854,.92,9
.570699,3765,0,0,16736,49564.79,1888,.92,2
.5707345,3766,0,1,12011,49380.16,1869,.92,11
.5708045,3767,0,0,15592,49951.05,1858,.92,2
.57081,3768,0,0,18474,48483.75,1870,.92,1
.570812,3769,0,0,10648,51402.61,1850,.92,2
.5708843,3770,0,1,17422,48618.98,1890,.92,9
.5709034,3771,0,0,21761,48430.74,1890,.92,2
.5709047,3772,0,0,18331,48913.86,1891,.92,1
.5709258,3773,0,1,12476,50406.43,1882,.92,9
.5709343,3774,0,1,17410,47200.56,1856,.92,9
.5710856,3775,0,0,18593,50160.18,1871,.92,1
.5711001,3776,0,0,8457,49282.48,1877,.92,4
.5712167,3777,0,1,9722,49307.13,1863,.92,12
.5712559,3778,0,0,14808,48129.41,1885,.92,3
.5712636,3779,0,0,13387,48474.65,1863,.92,2
.5713703,3780,0,1,19361,51163.17,1881,.92,9
.5714093,3781,0,1,17861,49009.95,1870,.92,10
.5714407,3782,0,1,15768,49371.64,1850,.92,10
.5714912,3783,0,0,25683,50077.14,1851,.92,3
.5715532,3784,0,0,16343,48188.2,1859,.92,4
.5717421,3785,0,0,14871,48007.66,1859,.92,3
.5717549,3786,0,0,14452,48850.02,1859,.92,1
.5719398,3787,0,0,18496,47451.35,1863,.92,3
.5720125,3788,0,1,9905,48150.99,1866,.92,11
.5720282,3789,0,0,14950,48721.3,1862,.92,2
.5721477,3790,0,0,17647,48232.38,1878,.92,2
.5722392,3791,0,0,12793,49091.23,1854,.92,5
.5722919,3792,0,0,18148,47180.43,1880,.92,2
.5723656,3793,0,0,11499,46069.83,1857,.92,2
.5724156,3794,0,1,9711,47331.68,1854,.92,10
.5724565,3795,0,0,20089,49627,1861,.92,1
.5725396,3796,0,0,6056,46295.82,1884,.92,0
.572563,3797,0,0,11173,48116.07,1873,.92,1
.572629,3798,0,0,20286,47089.32,1876,.92,2
.5726506,3799,0,0,17320,45721.14,1881,.92,1
.5727112,3800,0,1,18111,48487.66,1878,.92,11
.572769,3801,0,0,21286,47546.79,1864,.92,3
.5727733,3802,0,0,11775,47320.36,1862,.92,2
.5728847,3803,0,0,12901,48667.41,1893,.92,3
.5729385,3804,0,0,19046,47264.85,1872,.92,1
.5729386,3805,0,0,17145,46600.34,1873,.92,3
.5729614,3806,0,0,14558,46578.87,1890,.92,0
.5729622,3807,0,1,8967,48327.33,1868,.92,10
.572964,3808,0,0,10275,47632.32,1870,.92,1
.5729956,3809,0,0,18210,47841.17,1883,.92,2
.5730006,3810,0,0,12935,47109.42,1853,.92,2
.5730434,3811,0,0,6666,45851.89,1871,.92,2
.5730533,3812,0,0,20324,48002.91,1889,.92,2
.5731131,3813,0,0,9723,49002.82,1870,.92,1
.5731659,3814,0,0,15282,48581.74,1878,.92,3
.5731881,3815,0,0,10516,47717.11,1867,.92,2
.5733097,3816,0,0,17405,48262.53,1886,.92,1
.5733309,3817,0,0,10127,46891.33,1888,.92,1
.5733943,3818,0,0,6699,46138.74,1851,.92,3
.5734698,3819,0,0,12247,45311.16,1883,.92,3
.5735192,3820,0,0,13855,47774.06,1859,.92,3
.5737727,3821,0,0,14819,47992.24,1852,.92,2
.5737846,3822,0,0,17481,48825,1887,.92,2
.5739034,3823,0,0,20973,45252.34,1853,.92,1
.574083,3824,0,0,21112,48108.26,1857,.92,3
.5741669,3825,0,0,11786,47412.85,1875,.92,3
.5741745,3826,0,0,10598,46139.9,1864,.92,2
.5742047,3827,0,1,20016,46992.45,1853,.92,7
.5742461,3828,0,0,10620,46670.55,1887,.92,1
.5744449,3829,0,0,22144,46375.77,1866,.92,1
.5744604,3830,0,0,18920,45800.46,1887,.92,2
.5744931,3831,0,1,16063,46924.87,1858,.92,8
.5745412,3832,0,1,16414,47723.95,1872,.92,9
.574739,3833,0,0,16966,46193.27,1895,.92,1
.5747415,3834,0,0,13723,46123.09,1870,.92,2
.5747743,3835,0,1,17856,47011.72,1864,.92,9
.5751853,3836,0,0,19659,47822.4,1886,.92,1
.5752019,3837,0,0,18655,46895.38,1859,.92,2
.5752797,3838,0,1,19543,46838.13,1888,.92,9
.5752832,3839,0,0,12706,46241.31,1894,.92,1
.5753425,3840,0,1,8360,45496.96,1876,.92,10
.5753476,3841,0,0,13943,47013.17,1853,.92,1
.5753705,3842,0,0,6608,47236.35,1860,.92,3
.5754131,3843,0,0,16610,45851.95,1853,.92,3
.5754348,3844,0,0,5814,46657.2,1892,.92,1
.5755385,3845,0,0,15020,45108.19,1883,.92,0
.5755651,3846,0,0,17138,45598.97,1887,.92,4
.5755691,3847,0,0,17170,43791.2,1862,.92,3
.5756265,3848,0,0,22272,45958.27,1873,.92,2
.575636,3849,0,0,8725,47484.69,1856,.92,1
.5758562,3850,0,0,17868,46603.43,1855,.92,2
.5759318,3851,0,0,11286,47036.19,1853,.92,1
.5759403,3852,0,1,13830,45748.8,1855,.92,10
.5761653,3853,0,0,20465,47623.54,1872,.92,1
.5761788,3854,0,0,11887,45756.04,1890,.92,4
.5761943,3855,0,0,16725,45184.31,1872,.92,3
.5763267,3856,0,0,10336,45889.69,1894,.92,3
.5763605,3857,0,0,23628,47038.97,1875,.92,1
.576366,3858,0,0,6750,46398.15,1852,.92,1
.5764033,3859,0,0,8203,45472.63,1880,.92,1
.576452,3860,0,0,16211,44359.81,1881,.92,2
.5767091,3861,0,0,7551,46723.05,1874,.92,2
.5767143,3862,0,0,21767,46290.11,1855,.92,2
.576844,3863,0,0,19557,45671.23,1875,.92,2
.5769912,3864,0,1,11398,43628.82,1859,.92,9
.5769939,3865,0,0,11246,45939.27,1876,.92,2
.5771137,3866,0,0,13663,44918.21,1852,.92,1
.5771715,3867,0,0,23456,44525.83,1875,.92,3
.5771977,3868,0,0,20415,46572.16,1884,.92,2
.577228,3869,0,1,10813,43239.62,1876,.92,11
.5772974,3870,0,0,15848,46197.69,1881,.92,3
.5773559,3871,0,1,17685,42272.78,1892,.92,10
.5774692,3872,0,0,13930,46476.83,1875,.92,1
.5775067,3873,0,0,14231,45543.66,1870,.92,1
.5775506,3874,0,0,6876,44665.8,1881,.92,1
.5776725,3875,0,0,17786,45591.14,1867,.92,3
.5777186,3876,0,0,19963,45204.25,1894,.92,1
.5777432,3877,0,0,18823,44344.63,1877,.92,2
.5778645,3878,0,1,10998,44043.66,1890,.92,11
.5778981,3879,0,0,19009,45280.34,1886,.92,0
.5779535,3880,0,1,11526,44877.21,1891,.92,10
.5779724,3881,0,0,14794,43574.24,1871,.92,2
.5779901,3882,0,0,14637,44827.58,1855,.92,1
.5779918,3883,0,1,12893,43833.21,1884,.92,10
.5780241,3884,0,0,19736,44907.81,1866,.92,3
.5781483,3885,0,0,12660,44943.57,1853,.92,1
.5782954,3886,0,0,8754,44183.68,1879,.92,4
.5783335,3887,0,0,25074,45671.87,1879,.92,2
.5784048,3888,0,1,25618,45322.32,1850,.92,9
.5784365,3889,0,0,20022,43190.78,1866,.92,1
.5785078,3890,0,0,21294,45003.9,1859,.92,4
.5785487,3891,0,1,14875,45212.05,1886,.92,11
.578575,3892,0,0,11871,45191.94,1890,.92,1
.5785887,3893,0,0,13843,41478.12,1889,.92,3
.5786039,3894,0,0,19792,44523.45,1874,.92,1
.5786296,3895,0,0,3939,44794.85,1868,.92,2
.5787791,3896,0,0,19225,43235.34,1883,.92,0
.5787833,3897,0,1,15140,43899.74,1890,.92,11
.5788351,3898,0,0,16484,43801.39,1863,.92,3
.5791174,3899,0,0,14929,41669.05,1882,.92,2
.5792531,3900,0,0,6690,42873.38,1874,.92,3
.5792574,3901,0,1,14974,43083.16,1864,.92,10
.5792856,3902,0,0,12083,43645.03,1853,.92,1
.5793064,3903,0,0,15230,43816.65,1890,.92,1
.5793378,3904,0,0,18979,44659.71,1862,.92,2
.5794116,3905,0,0,14873,44791.71,1875,.92,1
.5794309,3906,0,0,11539,45028.85,1868,.92,1
.5795119,3907,0,1,16573,43365.04,1892,.92,9
.5795925,3908,0,1,17291,44456.73,1877,.92,9
.5796345,3909,0,0,14859,43096.89,1881,.92,2
.5796978,3910,0,0,13082,43771.22,1877,.92,2
.5797102,3911,0,0,20493,44302.52,1869,.92,2
.5797455,3912,0,0,26005,42909.64,1892,.92,2
.5797505,3913,0,0,13072,43871.08,1881,.92,0
.57976,3914,0,0,8935,44397.07,1877,.92,1
.5798807,3915,0,0,15442,45697.65,1876,.92,2
.579891,3916,0,1,4614,43852.14,1864,.92,10
.5798977,3917,0,0,17348,44269.24,1879,.92,1
.5799192,3918,0,0,18577,42583.78,1864,.92,0
.5801232,3919,0,0,10711,42158.36,1852,.92,2
.5801594,3920,0,0,18449,43528.56,1867,.92,3
.5802401,3921,0,0,13697,42508.05,1852,.92,1
.580362,3922,0,1,18478,41636.55,1878,.92,10
.5803745,3923,0,0,19192,45185.39,1863,.92,0
.5804397,3924,0,0,8117,44600.28,1852,.92,2
.580511,3925,0,0,20273,43282.64,1877,.92,1
.5805462,3926,0,0,15727,42933.47,1873,.92,1
.5805779,3927,0,0,21956,41216.34,1876,.92,3
.5806699,3928,0,1,11454,43205.64,1858,.92,9
.5807192,3929,0,1,20899,42260.23,1856,.92,12
.5807294,3930,0,1,10753,43758.86,1882,.92,10
.5808007,3931,0,1,9299,45062.36,1876,.92,10
.5808799,3932,0,0,20232,43337.08,1862,.92,1
.5809671,3933,0,0,11201,43074.63,1894,.92,2
.580988,3934,0,0,14641,43106.55,1878,.92,0
.5810834,3935,0,0,4268,41408.5,1852,.92,2
.5811557,3936,0,0,19560,40888.67,1851,.92,4
.5812733,3937,0,1,18212,41238.29,1863,.92,10
.581355,3938,0,1,15170,44139.35,1853,.92,8
.5814085,3939,0,0,28768,41121.95,1893,.92,1
.5814513,3940,0,0,19718,43752.38,1877,.92,2
.5814617,3941,0,0,20484,43161.45,1858,.92,1
.5814872,3942,0,0,16319,43210.87,1887,.92,2
.5814965,3943,0,0,11462,41795.73,1861,.92,2
.5815235,3944,0,0,6755,41580.95,1855,.92,3
.5815451,3945,0,0,19007,41789.1,1885,.92,2
.5815728,3946,0,1,14933,41979.26,1863,.92,11
.5818492,3947,0,1,16818,43020.22,1870,.92,9
.58188,3948,0,0,18719,43874.52,1850,.92,2
.5818818,3949,0,0,11055,42753.68,1895,.92,3
.5818844,3950,0,0,18264,40146.66,1861,.92,1
.5819411,3951,0,1,11312,41188.53,1881,.92,10
.5819793,3952,0,0,22962,43692.27,1859,.92,2
.5822613,3953,0,0,18564,40723.57,1876,.92,1
.582264,3954,0,0,16896,40590.93,1872,.92,2
.5823286,3955,0,0,18370,40911.5,1869,.92,2
.5825207,3956,0,0,13491,41479.98,1860,.92,1
.5825316,3957,0,1,18622,39132.07,1867,.92,11
.5825952,3958,0,0,13639,42945.57,1882,.92,1
.5827628,3959,0,0,19172,41797.73,1887,.92,1
.5827702,3960,0,0,20880,41850.47,1864,.92,2
.582778,3961,0,0,17158,40579.63,1882,.92,3
.5828289,3962,0,0,7064,40984.22,1893,.92,2
.5830259,3963,0,0,14859,41897.15,1877,.92,0
.5830821,3964,0,0,11399,41528.41,1868,.92,3
.5830982,3965,0,0,12880,42369.2,1870,.92,3
.5831607,3966,0,0,12489,40181.24,1892,.92,1
.5831861,3967,0,0,9120,40328.11,1890,.92,1
.5831887,3968,0,0,6878,40962.83,1876,.92,0
.5832199,3969,0,1,16198,40922.13,1871,.92,10
.5832411,3970,0,1,3756,41775.39,1869,.92,11
.5832421,3971,0,0,12001,39388.91,1884,.92,0
.583244,3972,0,1,8557,40559.83,1876,.92,10
.5832721,3973,0,1,11885,40462.23,1867,.92,10
.5834997,3974,0,1,18493,40749.53,1874,.92,10
.5836344,3975,0,0,23799,41117.12,1857,.92,1
.5836529,3976,0,1,17381,40850.98,1859,.92,12
.5836543,3977,0,0,14978,41133.18,1853,.92,2
.583802,3978,0,0,13581,40945.2,1855,.92,1
.5838816,3979,0,0,8834,40712.38,1856,.92,3
.5840019,3980,0,0,18565,41071.9,1869,.92,2
.5840074,3981,0,0,20431,41353.75,1852,.92,2
.5841794,3982,0,0,4563,41187.39,1891,.92,3
.5842142,3983,0,0,16614,41926.68,1853,.92,1
.5842723,3984,0,1,23357,41388.07,1875,.92,10
.5843536,3985,0,0,21755,41508.67,1875,.92,0
.5844434,3986,0,0,11392,37164.56,1876,.92,4
.5844752,3987,0,1,12810,40372.08,1887,.92,9
.5845761,3988,0,1,7092,39936.16,1860,.92,10
.5845779,3989,0,0,12260,37879.03,1893,.92,3
.5846059,3990,0,0,14894,39999.46,1882,.92,2
.5846174,3991,0,0,14913,41108.62,1854,.92,1
.5848439,3992,0,0,18700,41004.18,1869,.92,0
.5848664,3993,0,1,10895,41287.66,1884,.92,8
.5848849,3994,0,0,10287,39775.42,1880,.92,2
.5849124,3995,0,0,4400,40681.77,1871,.92,1
.5849351,3996,0,0,15588,40335.63,1888,.92,1
.5850617,3997,0,1,8739,41042.39,1851,.92,9
.5850663,3998,0,1,16462,41035.76,1881,.92,10
.5851088,3999,0,0,13843,40644.32,1866,.92,0
.5851152,4000,0,0,21842,37310.02,1852,.92,1
.5851381,4001,0,0,9158,42631.91,1874,.92,4
.5851396,4002,0,0,15804,41394.55,1864,.92,3
.5851482,4003,0,0,22925,41404.08,1850,.92,0
.5851933,4004,0,0,12790,37793.13,1867,.92,2
.5853586,4005,0,1,23670,38841.24,1874,.92,12
.5853745,4006,0,1,11442,41739.33,1855,.92,9
.585462,4007,0,0,16304,40314.02,1870,.92,3
.5855871,4008,0,0,17663,38337.53,1887,.92,4
.5856779,4009,0,1,10336,40345.83,1892,.92,10
.5857254,4010,0,0,17414,41130.85,1863,.92,2
.5857635,4011,0,0,9446,40307.39,1868,.92,1
.5858072,4012,0,0,13780,38756.25,1851,.92,0
.5858264,4013,0,0,7830,40540.76,1876,.92,2
.5859004,4014,0,0,13261,40016.67,1857,.92,2
.5859419,4015,0,0,790,39924.86,1887,.92,1
.5859693,4016,0,1,19601,39087.24,1875,.92,10
.5860172,4017,0,0,7962,39052.75,1878,.92,0
.5860311,4018,0,0,14802,41221.46,1873,.92,3
.586105,4019,0,0,8582,38308.34,1854,.92,1
.586139,4020,0,0,14254,38253.7,1885,.92,1
.5862767,4021,0,0,10294,38661.7,1888,.92,3
.5863256,4022,0,0,13250,38391.75,1861,.92,1
.5863321,4023,0,0,10665,40128.03,1887,.92,3
.5864894,4024,0,0,21834,37926.53,1886,.92,1
.5864955,4025,0,0,11131,38669.67,1883,.92,0
.586762,4026,0,0,2306,37419.27,1856,.92,3
.5868137,4027,0,1,18304,41138.81,1890,.92,8
.5868674,4028,0,0,18594,39894.93,1855,.92,2
.5869781,4029,0,1,11595,38343.59,1851,.92,11
.5870459,4030,0,0,8442,39353.79,1870,.92,4
.5870954,4031,0,0,17098,38949.65,1858,.92,2
.5871679,4032,0,0,9863,39328.85,1881,.92,3
.5874621,4033,0,0,14667,40229.63,1866,.92,3
.5875404,4034,0,1,5924,37638.48,1860,.92,10
.587544,4035,0,0,20569,38002.71,1859,.92,3
.5875776,4036,0,0,28683,40911.15,1870,.92,2
.5876038,4037,0,0,8637,39427.11,1878,.92,2
.5876102,4038,0,0,21703,38596.83,1888,.92,2
.5876822,4039,0,0,18550,38421.16,1880,.92,3
.587696,4040,0,1,20088,39582.57,1889,.92,9
.5877339,4041,0,0,15916,36622.14,1889,.92,3
.5877512,4042,0,1,6314,37697.87,1880,.92,11
.5879977,4043,0,0,6677,38433.29,1887,.92,2
.5880619,4044,0,1,7354,38643.38,1852,.92,11
.5882394,4045,0,0,9688,39031.89,1886,.92,2
.5883274,4046,0,0,13574,38802.65,1878,.92,3
.5884963,4047,0,0,13194,37117.78,1894,.92,1
.5885991,4048,0,1,11477,40148.06,1869,.92,10
.5886228,4049,0,0,7958,39029.79,1862,.92,3
.5886624,4050,0,0,10034,38024.8,1874,.92,2
.5886943,4051,0,1,16614,37224.28,1856,.92,10
.5887769,4052,0,0,19197,38307.79,1890,.92,2
.5888807,4053,0,0,5459,40237.14,1862,.92,2
.588987,4054,0,0,12032,37702.56,1857,.92,2
.5890297,4055,0,0,23604,38836.09,1872,.92,4
.5892676,4056,0,1,10204,37591.34,1876,.92,11
.5893189,4057,0,1,9621,36681.79,1892,.92,10
.5893304,4058,0,0,13954,37822.62,1867,.92,1
.5894694,4059,0,0,11631,35579.34,1873,.92,3
.5896412,4060,0,0,9152,35299.39,1890,.92,0
.5898479,4061,0,1,9439,37290.35,1855,.92,8
.5899563,4062,0,0,15526,38117.98,1851,.92,3
.5899869,4063,0,1,18884,36520.44,1885,.92,11
.5900755,4064,0,0,18813,37423.61,1892,.92,2
.5901384,4065,0,0,10237,36689.54,1868,.92,0
.5901577,4066,0,0,15475,36262.91,1890,.92,3
.5901722,4067,0,0,19807,37442.82,1864,.92,2
.5902445,4068,0,1,16409,36716.48,1885,.92,10
.5903197,4069,0,0,770,37006.79,1880,.92,2
.5903293,4070,0,0,17207,37337.21,1850,.92,1
.590577,4071,0,0,13061,35606.74,1893,.92,1
.5907134,4072,0,1,855,37662.7,1878,.92,10
.5908429,4073,0,0,19054,37568.96,1863,.92,2
.5908431,4074,0,0,14968,36744.2,1877,.92,1
.5908448,4075,0,0,15230,35770.26,1869,.92,3
.5908619,4076,0,0,5576,37614.43,1852,.92,3
.5909316,4077,0,0,19788,37098.64,1885,.92,1
.5909388,4078,0,1,19667,37461.46,1870,.92,11
.5909471,4079,0,0,16383,36568.17,1874,.92,3
.5909804,4080,0,0,11508,35957.58,1857,.92,3
.5910236,4081,0,1,17648,36068.96,1865,.92,10
.5910934,4082,0,0,9930,37166.1,1881,.92,2
.5911002,4083,0,0,16729,38157.39,1859,.92,1
.5911091,4084,0,0,18197,35292.78,1888,.92,3
.5911288,4085,0,0,20180,36792.81,1884,.92,1
.5911587,4086,0,0,18292,38031.77,1886,.92,3
.5912186,4087,0,0,10577,37406.71,1872,.92,2
.5914092,4088,0,0,16818,36454.49,1851,.92,1
.5914975,4089,0,1,19322,36044.25,1890,.92,11
.5915623,4090,0,1,11617,35249.24,1865,.92,9
.5916733,4091,0,0,16888,34483.27,1877,.92,1
.5917038,4092,0,0,14365,34980.18,1871,.92,1
.5917635,4093,0,0,10602,36324.7,1867,.92,3
.5917814,4094,0,0,15469,36985.59,1852,.92,4
.5919142,4095,0,0,16234,35568.18,1866,.92,2
.591946,4096,0,0,15543,35951.93,1861,.92,3
.5919864,4097,0,0,7553,37500.96,1895,.92,2
.5920703,4098,0,0,12521,36503.17,1862,.92,3
.5920764,4099,0,0,12741,36968.32,1874,.92,0
.5921888,4100,0,1,15627,36393.07,1859,.92,9
.5922734,4101,0,0,14508,35938.02,1878,.92,1
.5923052,4102,0,0,14037,37276.62,1863,.92,2
.592412,4103,0,0,19552,35950.11,1855,.92,1
.5924556,4104,0,0,27659,35649.85,1877,.92,2
.5924602,4105,0,0,14641,35339.54,1869,.92,1
.5925051,4106,0,0,18346,36538.72,1879,.92,1
.5925734,4107,0,0,8561,36753.46,1852,.92,2
.5925887,4108,0,0,13203,35765.41,1866,.92,3
.5926173,4109,0,0,18806,35188.44,1874,.92,1
.5927112,4110,0,0,6928,35725.52,1877,.92,1
.5927281,4111,0,0,18159,36036.32,1877,.92,2
.5929078,4112,0,1,13161,35778.87,1864,.92,11
.5929148,4113,0,0,11281,35831.86,1877,.92,2
